2024-04-O-s0	2024-04-O-s1	2024-04-O-s4	2024-04-O-s8	2024-05-O-s1	2024-05-O-s4	2024-06-O-s1	2024-06-O-s4	2024-06-O-s8	2024-07-O-s1	2024-07-O-s4	2024-07-O-s8	2024-08-O-s1	2024-08-O-s4	2024-09-O-s1	2024-09-O-s4	2024-10-O-s1	2024-11-O-s0	2024-11-O-s1	2024-11-O-s4	2024-11-O-s8	2024-12-O-s1	2025-01-O-s1	2025-02-O-s1	2025-03-O-s1	2025-03-O-s4	2025-03-O-s8	2025-04-O-s4	2025-05-O-s1	2025-05-O-s4	2025-05-O-s8	2025-07-O-s4	2025-10-O-s4	2025-12-O-s4	2025-12-O-s8	2026-01-O-s4	2026-01-O-s8	2026-02-O-s4	2026-02-O-s8	2024-07-I-hm	2024-07-I-mm	2024-07-I-og	2024-09-I-hm	2024-09-I-mm	2024-09-I-og	2024-11-I-hm	2024-11-I-mm	2024-11-I-og	2024-12-I-hm	2024-12-I-mm	2024-12-I-og	2025-01-I-hm	2025-01-I-og	2025-03-I-hm	2025-03-I-mm	2025-04-I-hm	2025-04-I-mm	2025-04-I-og	2025-05-I-hm	2025-05-I-mm	2025-05-I-og	2025-06-I-hm	2025-07-I-hm	2025-10-I-hm	2025-10-I-mm	2025-10-I-og	2025-12-I-hm	2024-06-M-s0	2024-10-M-s4	2024-11-M-s1	2024-11-M-s4	2024-11-M-s8	2025-01-M-s0	2025-02-M-s1	2025-02-M-s8	2025-03-M-s4	2025-04-M-s8	2025-05-M-s4	2025-06-M-s4	2025-07-M-s4	2025-09-M-s0	2025-10-M-s1
Acuticoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111093461293981	0.0377256622631915	0.0101426897750577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238791645887305	0	0	0	0	0	0	0.042782279772861	0.044568579266528	0	0.0235936197724682	0.0490613788936613	0.0565061357100033	0	0	0.059180565765212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108569623212329	0.0152760376689558	0.00769617656275611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120869868838079	0
Aequoribacter	0.000875450713833391	0.0172389355542082	0.0111200982514458	0.0566366476031691	0.00188431329365926	0.000283232382993189	0.0048325132798403	0	0.00612763973121217	0.0018896885164426	0	0.00817205929415379	0	0	0.0332208177849489	0.04484014845231	0.0297240856616967	0.021128961806751	0.00609846104062233	0.00987761063933529	0.0204332876306657	0.00745417026079299	0.00427097851194496	0	0.00165108617310995	0.00360830652974211	0	0.00224538333138419	4.48512397596002e-05	0	0.000519442094981414	0.00111293013921466	0.00948645200511336	0.00154641692495127	0.00139016682728658	0.00323458422787508	0.00272005733417071	0.00027068071673816	0.000490475380552594	0.00274165449164523	0.0103300395269464	0.00303371005614422	0.0291378329479933	0.061493922224507	0.0494145544614336	0.0545645306334529	0.0401811064001686	0.040136564506473	0.00670515490498528	0.00480567270780333	0.0150758892776037	0.00282756525612188	0.00383848941912905	0.00650948817025683	0.00393386237495962	0.00381495134676831	0.00245689144355482	0	0.0179777886688629	0.00815134118708565	0.00272847359840212	0.0200309406565073	0	0.0191685285710981	0.0151555925720677	0.015521556152169	0.0074287236158026	0.00298565127934194	0	0.0257878852818476	0.0123209458596556	0.0190267412087789	0.000484636497353323	0.00212053349081835	0.00145862728149029	0	0.0006696880436905	0.000564874596804465	0.00506136264368513	0.0106710679668781	0.00244531181943361	0.0183226852152452
Aequorivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143594977005601	0.0175455770142726	0.0065146298109542	0	0	0	0	0	0	0	0	0	0	0.0098963934776614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152374369955125	0
Aequorvirus	0.00368102536709367	0	0	0	0	0	0.038502691081874	0	0.0399624090317708	0	0	0	0	0	0	0	0.0117250846245746	0.0582114879060173	0	0.0274312368449422	0	0	0	0	0	0	0	0	0	0	0	0	0.00389907755317188	0	0	0	0.00504385965152155	0	0	0	0.0095099274676046	0.0138401675834984	0.0155054344251475	0.120741780360628	0.0651777678157733	0	0	0	0.0538662644212154	0.0967238385492909	0.00333764881265402	0	0.027143496560173	0	0	0	0.0415056042229412	0	0.067853750479666	0	0	0.00969254066257325	0	0	0.0315749884819856	0.0362315997412787	0.0069997306887394	0.0096041297517704	0	0.00713754839350695	0.05783600685538	0.0716715227912111	0	0.0155511009438751	0.0300297983021897	0	0	0	0	0	0.0480063241463184	0.0107693211765077
Aestuariivirga	0	0	0	0	0	0	0	0	0	0	0	0.0333208819396322	0	0	0	0	0	0.0220585056643857	0	0	0	0	0.0198660302125556	0.0196623543565028	0	0	0.00881579141425383	0.0142396990331934	0	0	0	0	0	0.0215107227264587	0.00520104070725688	0.121154460481341	0.0473907056443207	0.00881465082528731	0.0838339575368717	0	0	0	0.00660132142771097	0.0540593129548906	0.0405138256046323	0	0	0	0.006703290373466	0	0	0	0	0.00894775175350708	0.033831793039871	0	0.0265707735018376	0.00721187260336297	0	0.0189838027128636	0	0.00958118227754433	0	0.0165867698127542	0.00184156288364341	0.00737098781315317	0.00235260861095639	0.0156236429589817	0	0.0219111026823451	0.0131704221639319	0	0	0	0	0	0.0430732646720056	0.0352312698888137	0.14925169982535	0.151604655015691	0.0129595437745673	0.00299684042259442
Aestuariivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140068201598269	0.00686569292784656	0	0	0.00126515920527637	0	0	0	0	0.00230157649114568	0	0	0	0	0.005890057715131	0.00248031742773848	0	0	0	0	0	0	0	0	0	0	0	0	0.02481743381786	0.0118485078122918	0.0205402601457956	0	0.0650080347381255	0.0721306254341969	0	0.0209957285905059	0	0	0.00796537062401382	0.0471901468560958	0.0054924018547593	0	0	0	0	0	0	0	0	0	0	0.0112330663216386	0	0	0	0	0	0.000755571299374562	0
Agaribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518007097492404	0
Agarilytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115295194372757	0.0456438200545951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090249109005373	0	0	0	0	0.154717718531722	0.123443891116315	0.0706528850820865	0	0	0	0	0	0	0	0	0	0.0148129687341973	0	0	0	0	0	0	0	0	0.0206407304290047	0.0455726432122321	0.084082472679542	0	0	0	0.0040505971008484	0.0375231008357017	0	0	0	0	0	0	0	0	0	0.00906456550546615	0.00505360488228685
Agitococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588967096950447	0.072365847332593	0.00817663939071416	0	0	0.0213021081730077	0	0.00575727104843783	0	0	0	0	0	0	0	0	0	0.00172276731117285	0.00171332593662941	0	0	0.00833574071052113	0.0134687059883593	0.00510452259365587	0.672569838738458	0	0	0	0	0	0	0	0.00349723650369777	0.00213403924824076
Ahrensia	0.13388335585485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250715894894732	0	0	0	0	0.000858407870620086	0	0.0026591595784066	0.00264889798618376	0.00165713112020275	0.00093033355816856	0	0	0	0.00115489572053695	0	9.39962447493036e-05	4.74118589455126e-05	0.00121669768408494	0	0	0.00021359722381745	0	0	0	0.00102898943893961	0	0	0	0	0.0011735598707005	0.000112908934967776	0	0.00154786987914131	0	0.000355094484929307	0.00759196177982861	0.00251120983416331	0.0216950409514029	0.0154687247450307	0.0295631332634253	0.00297685152524868	0	0	0.0176782610302475	0.0317741344742476	0.000761291084844912	0.000926675475580824	0.00069108645493599	0.0014610694716256	0.00216588044867333	0	0.000153082773620573	0	0.000203572796677464	0.00083984596910672	0	0	0	0.0013971869991486	0	0.000142051977692753	8.80089920820369e-05	0.0175631978721844	0
Alcanivorax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32792645047592	0.030181526941766	0.411111373586995	0.122535763173692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alexandriicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341765104394961	0.0142566178607163	0	0	0.0183080584995145	0.0531484779214427	0.00974554529634415	0.00676292837614843	0	0	0.00242344466897069	0	0	0	0	0	0.0281147986762292	0.00591839027019314	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102516172506027	0	0.0030925733998723	0	0.0162798062051953	0	0	0	0.0101603832832869	0	0	0	0	0.025318124253362	0.135206245263123	0	0.00745102666977325	0	0	0.0289932352770042	0	0	0	0	0	0	0	0	0	0	0.0276915387691405	0	0.0297544195458116	0.00244765195483287
Alexandrium	0	0	0.0071423321856311	0.0111121630702807	0	0	0.0118259465595083	0.0413296466206119	0	0.10077833719309	0.00965110407098181	0	0.0152086518562711	0	0	0	0	0	0.00466668884926367	0	0.00145655345914423	0	0	0	0.0443001456408067	0.0446486459178302	0	0.000399985574716723	0.00307854158627341	0.001867737450891	0	0.00960730495628603	0.000578205711157783	0.00127307608500372	0.00018635858065678	0	0.000521100245247891	0.000823803597148081	0.0014641799938191	0.00635038278979473	0	0	0	0	0	0.00301193879929644	0.0029360773463744	0.014472438517275	0.00312102976130286	0	0.00276296022251103	0	0.00155034006370611	0.00167973590603219	0.0149984647154243	0.0144818331217843	0.0068725025830835	0.0080600183222391	0.00581194883241842	0.035017896065257	0.0509295949772204	0.000638018624326829	0.00782110155740296	0	0.000209715744249694	0.000220582642571074	0.00055773411340265	0.000855847505572284	0	0	0.00100661222186973	0.00566062376071083	0.00442810677641176	0.00775154006469011	0.00867174027817953	0.0769159838934604	0.136026149410002	0.350128583972215	0.0451014869327143	0.0140775533058199	0.00156395756352006	0.000260381917100979
Algibacter	0.00274828801847209	0.00126034456490764	0.000146997136160195	0.00120464278754263	0.00317929133318386	0.00293597282222689	0.00331590322152993	0.000227373692456585	0.00175682327934716	0.000679561981138991	0.000645120437136066	0.000356946087361258	7.45404118785529e-05	4.05477845174419e-05	0.00130935578879132	0.000292993812560523	0.00235252509866734	0.00613113897544621	0.00789024147062353	0.00695957220808487	0.00489722412654683	0.00189090511530863	0.017820541914168	0.0358208087404874	0.00787834657814555	0.00522474915024907	0.00222896894392701	0.00331018470603037	0.00213520591667571	0.00153468027463009	0.00324741339924555	0.00118393795918515	0.00221427265532556	0.000805190265864653	0.000484974349507863	0.00170092816246792	0.001467930288378	0.000969697018038471	0.000535457214960395	0.00106503195980403	0.0012626212760258	0.0013641097203315	0.0013835957861163	0.00262470365811784	0.0017739902583205	0.00398126653352737	0.00561279348948716	0.00421253699630294	0.00267691622777654	0.00237427610578131	0.00474204744098803	0.0051619221389002	0.00382112190231143	0.0255116924146922	0.00737489705798472	0.00661993448995672	0.00569753481012909	0.00563823830718311	0.00369540388637072	0.000452037367648436	0.000765623667369063	0.0109273115059446	0.00244745903801044	0.00414258823104942	0.00341382615743695	0.00478068667014588	0.00263168055047155	0.0279542854872051	0.00170484128431473	0.00223167986101543	0.000907561592283136	0.000778767050214189	0.00915710104157156	0.00349295673298379	0.00163762628536232	0.000863947997999393	0.00350060603165896	0.000351319652088465	0.00142906430669589	0.000449746625249783	0.0854076168941416	0.00398213313810219
Algimonas	0.0134342499315096	0	0	0	0	0	0	0	0.0070072525856072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061824674758893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089330528743911	0	0	0	0	0.0177142395411541	0	0	0	0	0	0	0	0.0161873592854186	0
Algirhabdus	2.84744692439053e-05	0.00154596923386498	0.000230506903825161	0.00043470718095748	0.00113036534815218	0	0.000924450164232626	0	0.00138616659096373	0	0	0.000289042335645623	0	0	0	0	2.6462924654355e-05	0	0.00093660759658875	0	0	0	0.000158856053825793	0.000240633109567523	0.000517838819211395	0.000411606040728747	0.000613412741677376	0.0210706305698075	0.0466372882168376	0.0356301417014195	0.107787550702164	0.0109638291502889	9.47419415998782e-05	0	0.000127527562354638	8.28578867029932e-06	0	0.000164669008146979	0	0	0	0	0	0	0	9.37316021235321e-05	0	0	6.39633454297179e-06	0	0.000140007833898024	0	0	0.0693047218431733	0.0408723507201347	0.0234721482635323	0.0190430307792074	0.00669899046051402	0.0225243923150624	0.0033758405988052	0.00782612328050519	0.0791178463422546	0.00244751226920043	0	0	0	3.2394791388375e-05	0.00552810576916606	0	0.00137284066584415	0	0	2.68737741061687e-05	0	0	0	0.0005911488040019	0	0.00283030117735251	0	0.00216126494810383	1.79182403923545e-05
Algoriphagus	0.00217797633334117	0	0	0	0	0	0.00325702483876916	0	0	0	0	0	0	0	0.000665800581569976	0	0.00350414804380065	0.0495143628656826	0.00370870700453618	0.00508709642546589	0.00546896128307101	0	0	0.0192958009686818	0.00185926598946054	0	0.0165936698711763	0.00136094617827991	0	0	0	0	0	0.00245066221199138	0.00326946360321122	0.00168197312161235	0.00135801478672939	0	0	0	0.00350227772430515	0	0	0.00129289097380607	0.00244902015017505	0	0	0	0.0218539604127401	0.0694122970058721	0.0129704908892779	0.00264617289768575	0.0111735024751369	0.00589966498492286	0.000540818969881453	0	0.0232283541541177	0.00596556488748706	0.0375923672715738	0	0	0.0254101824423628	0.00819480844927726	0.00261276999983976	0.0053792272382981	0.0050019114221294	0.0130541925853621	0.0141175878590368	0	0.00819347792467848	0.0502473431932209	0.0575173645655599	0.0260627701586671	0	0	0	0.00143879054204098	0	0.000996949951674023	0.00228477798685914	0.00381196086887784	0.00381026093486074
Aliarcobacter	0.0045747127829848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066059325372351	0	0	0	0.0107976490529405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341185168028227	0	0	0	0	0	0	0.0392593796214527	0	0	0	0	0	0	0	0	0	0.0094885657562845	0.011392091702774	0.0061740818872917	0	0.01791065399924	0	0	0	0.0105345701830319	0.0614376912182813	0	0	0	0	0	0	0	0.00219940183110845	0.0111326472974054
Aliiglaciecola	0	0.02024188691624	0	0.004786191641663	0	0.0397623766616458	0	0.118651473532618	0	0	0.0192197905626648	0	0	0	0	0	0.000989296419249317	0	0	0	0	0	0	0.0147354364248664	0	0	0	0	0.00190355786738363	0	0	0.00539931957723228	0	0	0	0.00753818112486832	0	0.0108247386965347	0	0	0.011208947017331	0	0.0307486681291962	0.0105314900546955	0.0103100267126872	0	0	0	0	0	0.00404355741201173	0.00178739694942495	0.00818750292983867	0	0.00147313535113136	0	0	0	0	0	0	0.00127948983765693	0	0	0	0	0.00310403351265247	0.135834014370007	0	0	0	0	0.0287620243586805	0	0	0	0	0	0	0	0	0
Aliikangiella	0.155489188529579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221764068354735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203849279799697	0	0.00033627197568732	0	0	0	0	0	0	0	0	0	0	0	0	0.000636098171121032	0	0	0.00967368396463505	0	0.00257578190619965	0	0	0	0	0	0	0	0.00321525992742658	0.00633461738605445	0.00476996119093759	0	0	0.000571905729130677	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179768083647104	0
Aliiroseovarius	0.00170333107301658	0.00101562670482536	0	0.000135350429514506	0.00407600473481708	0.000696940837129805	0.0003446782246999	0	0.00117458382117055	6.42355431590012e-05	0.000427607251347249	0.000355215770834182	0	7.40684415541627e-05	0.0353466898512712	0.000708633459558084	0.0334858437384525	0.0444689665661971	0.399522626748312	0.000819769047543948	0.00224776137950958	0.0300142347422332	0.0373032444238823	0.0125890399486585	0.000531491057294687	2.63989939622648e-05	0.000203373621648344	0.000677433119487792	0.00108152034234493	0.00307193260485386	0.00496726422756848	0.000768040724217375	0.00176374638897803	0.0158633620669834	0.000291283390224553	0.000617556555484598	0.000515589236849995	0.00063468034246046	0.00017694555474483	0.000630866101854953	0.000659095718954053	0.000905353436704214	0.116351727167159	0.0567120041890507	0.0272177241333317	0.0137783961440901	0.0158345440009328	0.118879099253541	0.00500433898249195	0.00339199045479342	0.0159472764922437	0.00050664980836756	0.000830556453129556	0.00157806626497889	0.000814440633621321	4.59102178900899e-05	0.00108133630254474	0.000501114050976634	0.000336513232561829	0.00177857001048352	0	0.00426717952242471	0.00590161952790043	0.00293425712585873	0.00218560625907884	0.0138802866990231	0.00252522567395321	0.00248776471365247	8.92802961393748e-05	0.00137700192596484	0.000373221532242979	0.000696088271792008	0.000389495361675737	0.000847450489967729	0.000464278584852951	0.000270593788893023	0.000349064956609987	0.00326961450288573	0.0079383048949876	0.00651955723596794	0.0137419249030246	0.0104472034415667
Aliisedimentitalea	0	0	0	0	0	0	0.00352763457760878	0	0	0	0	0	0	0	0.0173039503746929	0.00887431474343038	0.0383802942910319	0.0860055188885779	0.0303881270432975	0.023465735984002	0	0	0.00643238452194028	0.00924080626173851	0	0	0	0	0	0.0098570070697866	0	0	0.00231502372099378	0	0	0.00147740398077853	0.00538710909173682	0	0	0.00341243638662583	0.0155400183731284	0.00329039266592945	0.0168422598935092	0.0389488393777074	0.0469246836184438	0.0081332384921383	0	0.0758102077816147	0.012679748195922	0.0183688132847361	0.0241852808729182	0.00746250520570503	0	0	0	0	0	0	0	0.0673288140088462	0	0.069131974291801	0.00323091707693243	0.00832007066808025	0.0361068819994259	0.0286201789238328	0.00238913041209058	0	0	0.00260194261905398	0	0	0.0163517857167982	0	0	0	0	0	0	0	0.0469597759258118	0.00525062738338256
