283735	1	Leeuwenhoekiella
2944	2	Prorocentrum
1704230	1	Aureisphaera
875170	3	Celeribacter
449810	3	Lutimonas
2433	3	Roseobacter
2731969	2	
2733092	2	Atlauavirus
2943291	3	Pseudemcibacter
246861	1	Grimontia
1827	3	Rhodococcus
74030	3	Roseovarius
41885	1	Pseudoscourfieldia
1033	1	
2820509	1	Aestuarium
292691	1	Christiangramia
1398095	3	Tenuicylindrus
73024	3	Eutreptiella
252356	2	Maribacter
3085669	1	Paenimyroides
265580	3	Psammodictyon
3457289	1	Candidatus Marifrigoribacter
149698	1	Massilia
444432	3	Anderseniella
110555	3	Myxine
1122283	3	Maricurvus
2852	3	Cylindrotheca
165696	3	Novosphingobium
2049301	1	Changchengzhania
2843048	2	Siovirus
41998	3	Anotrichium
722752	3	Triparma
49277	1	Psychroserpens
3189	1	Scherffelia
1579505	1	Rubripirellula
75687	3	Neptunomonas
2680018	1	Rhodophyticola
178469	1	Arenibacter
2025617	3	Ketobacter
2953860	3	Candidatus Arcticimaribacter
34069	1	
437504	2	Granulosicoccus
2723	2	Hirschia
659428	3	Marivita
163471	3	Paracalanus
41953	3	Pseudo-nitzschia
106298	1	Azumapecten
574899	2	Haloferula
2854182	3	Falsihalocynthiibacter
2948696	2	
1891669	2	Candidatus Neptunichlamydia
40323	3	Stenotrophomonas
1386924	1	Aestuariibaculum
529881	2	Aquiluna
379	2	
3118	2	Ulva
35140	2	Chrysochromulina
1453359	3	Candidatus Atelocyanobacterium
2733104	2	Eurybiavirus
1649483	1	Pseudopelagicola
265539	3	Minidiscus
1434029	3	Pelagimonas
1579506	1	Roseimaritima
272744	1	Boccardiella
60136	3	Sulfitobacter
573139	3	Shimia
2733098	1	
515417	2	Amphritea
407	3	Methylobacterium
74317	3	Maricaulis
1564515	3	Phaeodactylibacter
1697958	1	Aliisedimentitalea
3033996	3	Candidatus Spongiihabitans
3044861	1	
44055	3	Aureococcus
150830	2	Roseibium
35800	1	
2918	3	Heterocapsa
216800	3	Guinardia
173461	1	Pterothamnion
2731976	2	Sieqvirus
7718	2	Ciona
42891	3	Engraulis
1484898	2	Methyloceanibacter
1287916	1	
167639	1	
265	1	Paracoccus
1433989	3	
1866885	2	Mycolicibacterium
1434032	1	Pontimonas
299261	3	Tateyamaria
299205	3	Leucocryptos
2715929	2	Aurantibacter
309512	1	Dinoroseobacter
866673	2	Marinifilum
2038635	3	Hyphococcus
365032	2	Aureispira
2731985	2	Tritonvirus
1205	1	Trichodesmium
637416	3	Amphibalanus
163515	3	Leptocylindrus
53945	3	Octadecabacter
256846	3	Lentisphaera
470589	3	Palisada
574559	1	
1993653	3	Candidatus Nitrosomarinus
2948752	2	Haifavirus
7601	3	Asterias
1649460	1	Hwangdonia
622681	3	Candidatus Planktophila
863253	2	Marinicella
2893100	1	Sediminihaliea
48075	2	Marinobacterium
221065	2	Kordia
104264	1	Cellulophaga
41874	3	Bathycoccus
2733111	2	Llyrvirus
35076	3	Patiria
2822394	2	Patiriisocius
2828	3	Heterosigma
436357	1	
904708	2	Arenicella
3228946	3	Sanyastnella
3400333	1	Thalassobellus
31988	1	
444459	3	Flagellimonas
89404	2	Glaciecola
34067	2	Cycloclasticus
379070	2	Gilvibacter
290180	2	Roseivirga
111500	1	Allomuricauda
2109360	1	Aestuariibius
85	3	Hyphomonas
2948725	1	
77930	3	Teleaulax
2126447	3	Tripos
265570	2	Sulfurovum
13687	2	Sphingomonas
49248	2	Ditylum
2680004	1	
291183	2	Lacinutrix
2005380	3	Mariniblastus
3044727	2	Heliosvirus
191028	3	Leisingera
2795377	1	Pelagovum
2108524	3	Halioxenophilus
49237	3	Chaetoceros
3425737	2	Aequorvirus
4219	2	Artemisia
153232	2	Oceanicaulis
6836	3	Calanus
2733100	2	Charybdisvirus
3164	2	Tetraselmis
12916	3	Acidovorax
2733113	2	Mazuvirus
2060722	1	Labilibaculum
1573826	2	Psychrobium
249523	1	Aestuariibacter
76840	3	Doliolum
49251	3	Eucampia
186463	3	Ruditapes
3044754	1	Makaravirus
1209327	1	Flavivirga
171436	2	Tistrella
599651	3	Bermanella
2731955	2	Lingvirus
22	3	Shewanella
2766	1	
2733087	1	
2857	1	Nitzschia
1234	2	Nitrospira
2731986	2	Voetvirus
31378	2	Callithamnion
2200736	3	Planctobacterium
52959	3	Polaribacter
662	3	Vibrio
119044	2	Filomicrobium
1434014	3	Lentibacter
3457287	1	Candidatus Ponderosibacter
565003	3	Paracyclopina
1617805	3	Amylibacter
1541822	1	Pseudophaeobacter
1284657	3	Planktomarina
2811	3	Gelidium
302485	2	Phaeobacter
27922	3	Mnemiopsis
3015	2	Sargassum
2838	3	Odontella
2731933	2	Cheungvirus
426649	3	Hemiaulus
121148	3	Acartia
3412738	3	Algirhabdus
518755	3	Roseibacillus
3400368	1	Pseudotamlana
2948872	1	
442430	2	Coraliomargarita
655184	3	Candidatus Thioglobus
2603325	1	Aliishimia
2848171	3	Cognaticolwellia
261827	2	Algibacter
2211635	3	Cognatishimia
3044869	1	Zhoulongquanvirus
2881427	3	Parasynechococcus
2814446	1	Roseiconus
336276	1	Olleya
2299	2	Desulfosarcina
2772525	2	
1218	3	Prochlorococcus
1041	3	Erythrobacter
186466	3	Mizuhopecten
2886881	2	Oceaniferula
2733125	1	Pontusvirus
481178	1	Seohaeicola
393661	3	Congregibacter
3033	1	
3095340	3	Octactis
186035	1	Fragilariopsis
